Home Team Name, Outcome, Home Team Goals, Away Team Goals, Goal Diff, X1, X2, Away Team Name, Location, Date
United States of America,won,15,14,+1,0,14,Canada,Markham,9 Sep 1995
Canada,lost,14,15,-1,14,0,USA,Markham,9 Sep 1995
Namibia,won,19,14,+5,6,6,Zimbabwe,Harare,21 Sep 1995
Zimbabwe,lost,14,19,-5,6,6,Namibia,Harare,21 Sep 1995
Chile,won,24,14,+10,-,-,Paraguay,Asuncion,22 Sep 1995
Paraguay,lost,14,24,-10,-,-,Chile,Asuncion,22 Sep 1995
Germany,won,28,17,+11,12,11,Czech Rep,Hanover,23 Sep 1995
Czechia,lost,17,28,-11,11,12,Germany,Hanover,23 Sep 1995
Uruguay,won,31,13,+18,17,3,Chile,Santiago,23 Sep 1995
Chile,lost,13,31,-18,3,17,Uruguay,Santiago,23 Sep 1995
Argentina,won,103,9,+94,-,-,Paraguay,Asuncion,24 Sep 1995
Paraguay,lost,9,103,-94,-,-,Argentina,Asuncion,24 Sep 1995
Uruguay,won,48,12,+36,0,6,Paraguay,Montevideo,30 Sep 1995
Paraguay,lost,12,48,-36,6,0,Uruguay,Montevideo,30 Sep 1995
Argentina,won,78,3,+75,-,-,Chile,Santiago,30 Sep 1995
Chile,lost,3,78,-75,-,-,Argentina,Santiago,30 Sep 1995
Ukraine,won,27,8,+19,-,-,Lithuania,Pakruojis,8 Oct 1995
Lithuania,lost,8,27,-19,-,-,Ukraine,Pakruojis,8 Oct 1995
Argentina,won,52,37,+15,34,12,Uruguay,Posadas,8 Oct 1995
Uruguay,lost,37,52,-15,12,34,Argentina,Posadas,8 Oct 1995
Ukraine,won,19,3,+16,-,-,Latvia,Riga,10 Oct 1995
Latvia,lost,3,19,-16,-,-,Ukraine,Riga,10 Oct 1995
Argentina,won,51,16,+35,15,9,Romania,Buenos Aires,14 Oct 1995
France,won,34,22,+12,10,16,Italy,Buenos Aires,14 Oct 1995
Italy,lost,22,34,-12,16,10,France,Buenos Aires,14 Oct 1995
Romania,lost,16,51,-35,9,15,Argentina,Buenos Aires,14 Oct 1995
Georgia,won,14,3,+11,8,3,Germany,Tbilisi,15 Oct 1995
Germany,lost,3,14,-11,3,8,Georgia,Tbilisi,15 Oct 1995
Argentina,won,26,6,+20,11,3,Italy,Tucuman,17 Oct 1995
France,won,52,8,+44,25,0,Romania,Tucuman,17 Oct 1995
Italy,lost,6,26,-20,3,11,Argentina,Tucuman,17 Oct 1995
Romania,lost,8,52,-44,0,25,France,Tucuman,17 Oct 1995
Latvia,won,13,5,+8,-,-,Moldova,Riga,21 Oct 1995
Moldova,lost,5,13,-8,-,-,Latvia,Riga,21 Oct 1995
France,won,47,12,+35,20,6,Argentina,Buenos Aires,21 Oct 1995
Italy,won,40,3,+37,12,3,Romania,Buenos Aires,21 Oct 1995
Argentina,lost,12,47,-35,6,20,France,Buenos Aires,21 Oct 1995
Romania,lost,3,40,-37,3,12,Italy,Buenos Aires,21 Oct 1995
Ukraine,won,38,0,+38,-,-,Moldova,Kiev,28 Oct 1995
Moldova,lost,0,38,-38,-,-,Ukraine,Kiev,28 Oct 1995
Croatia,won,16,7,+9,-,-,Luxembourg,Luxembourg,28 Oct 1995
New Zealand,won,70,6,+64,20,6,Italy,Bologna,28 Oct 1995
Poland,won,30,10,+20,-,-,Belgium,Lodz,28 Oct 1995
Belgium,lost,10,30,-20,-,-,Poland,Lodz,28 Oct 1995
Italy,lost,6,70,-64,6,20,New Zealand,Bologna,28 Oct 1995
Luxembourg,lost,7,16,-9,-,-,Croatia,Luxembourg,28 Oct 1995
Denmark,draw,20,20,0,-,-,Netherlands,Copenhagen,29 Oct 1995
Netherlands,draw,20,20,0,-,-,Denmark,Copenhagen,29 Oct 1995
Austria,won,21,8,+13,-,-,Hungary,Vienna,5 Nov 1995
Hungary,lost,8,21,-13,-,-,Austria,Vienna,5 Nov 1995
France,won,22,15,+7,17,3,New Zealand,Toulouse,11 Nov 1995
New Zealand,lost,15,22,-7,3,17,France,Toulouse,11 Nov 1995
Wales,won,19,15,+4,10,10,Fiji,Cardiff,11 Nov 1995
Fiji,lost,15,19,-4,10,10,Wales,Cardiff,11 Nov 1995
South Africa,won,40,21,+19,17,6,Italy,Rome,12 Nov 1995
Italy,lost,21,40,-19,6,17,South Africa,Rome,12 Nov 1995
New Zealand,won,37,12,+25,20,5,France,Parc des Princes,18 Nov 1995
France,lost,12,37,-25,5,20,New Zealand,Parc des Princes,18 Nov 1995
South Africa,won,24,14,+10,11,6,England,Twickenham,18 Nov 1995
England,lost,14,24,-10,6,11,South Africa,Twickenham,18 Nov 1995
Ireland,won,44,8,+36,17,3,Fiji,Lansdowne Road,18 Nov 1995
Fiji,lost,8,44,-36,3,17,Ireland,Lansdowne Road,18 Nov 1995
Samoa,draw,15,15,0,3,12,Scotland,Murrayfield,18 Nov 1995
Scotland,draw,15,15,0,12,3,Samoa,Murrayfield,18 Nov 1995
Russia,lost,12,33,-21,9,10,French Milit,Blanc-Mesnil,19 Nov 1995
Netherlands,won,55,3,+52,12,3,Georgia,Castricum,24 Nov 1995
Georgia,lost,3,55,-52,3,12,Netherlands,Castricum,24 Nov 1995
Andorra,won,28,23,+5,-,-,Sweden,Andorra la Vella,26 Nov 1995
Sweden,lost,23,28,-5,-,-,Andorra,Andorra la Vella,26 Nov 1995
Reunion,won,33,9,+24,-,-,Madagascar,-,1 Dec 1995
Madagascar,lost,9,33,-24,-,-,Reunion,-,1 Dec 1995
Morocco,won,20,11,+9,-,-,Tunisia,Msaken,10 Dec 1995
Tunisia,lost,11,20,-9,-,-,Morocco,Msaken,10 Dec 1995
England,won,27,9,+18,12,6,Samoa,Twickenham,16 Dec 1995
Samoa,lost,9,27,-18,6,12,England,Twickenham,16 Dec 1995
Korea,won,46,8,+38,-,-,Hong Kong,-,-
Hong Kong,lost,8,46,-38,-,-,Korea,-,-
Morocco,lost,8,22,-14,3,14,French Milit,Casablanca,6 Jan 1996
Ireland,won,25,18,+7,16,11,USA,Atlanta,6 Jan 1996
United States of America,lost,18,25,-7,11,16,Ireland,Atlanta,6 Jan 1996
Colombia,draw,10,10,0,-,-,Mexico,Medellin,8 Jan 1996
Mexico,draw,10,10,0,-,-,Colombia,Medellin,8 Jan 1996
Wales,won,31,26,+5,21,0,Italy,Cardiff,16 Jan 1996
Italy,lost,26,31,-5,0,21,Wales,Cardiff,16 Jan 1996
France,won,15,12,+3,3,6,England,Parc des Princes,20 Jan 1996
England,lost,12,15,-3,6,3,France,Parc des Princes,20 Jan 1996
Scotland,won,16,10,+6,16,10,Ireland,Lansdowne Road,20 Jan 1996
Ireland,lost,10,16,-6,10,16,Scotland,Lansdowne Road,20 Jan 1996
England,won,21,15,+6,7,5,Wales,Twickenham,3 Feb 1996
Scotland,won,19,14,+5,11,8,France,Murrayfield,3 Feb 1996
France,lost,14,19,-5,8,11,Scotland,Murrayfield,3 Feb 1996
Wales,lost,15,21,-6,5,7,England,Twickenham,3 Feb 1996
France,won,45,10,+35,24,3,Ireland,Parc des Princes,17 Feb 1996
Ireland,lost,10,45,-35,3,24,France,Parc des Princes,17 Feb 1996
Scotland,won,16,14,+2,6,6,Wales,Cardiff,17 Feb 1996
Wales,lost,14,16,-2,6,6,Scotland,Cardiff,17 Feb 1996
Zimbabwe,won,15,13,+2,0,8,Namibia,Windhoek,1 Mar 1996
Namibia,lost,13,15,-2,8,0,Zimbabwe,Windhoek,1 Mar 1996
Italy,won,64,3,+61,36,3,Portugal,Lisbon,2 Mar 1996
Portugal,lost,3,64,-61,3,36,Italy,Lisbon,2 Mar 1996
England,won,18,9,+9,12,3,Scotland,Murrayfield,2 Mar 1996
Ireland,won,30,17,+13,15,7,Wales,Lansdowne Road,2 Mar 1996
Scotland,lost,9,18,-9,3,12,England,Murrayfield,2 Mar 1996
Wales,lost,17,30,-13,7,15,Ireland,Lansdowne Road,2 Mar 1996
Portugal,won,29,18,+11,-,-,Belgium,Brussels,16 Mar 1996
Belgium,lost,18,29,-11,-,-,Portugal,Brussels,16 Mar 1996
Tunisia,lost,0,58,-58,0,22,French Milit,Albertville,16 Mar 1996
England,won,28,15,+13,12,15,Ireland,Twickenham,16 Mar 1996
Spain,won,24,3,+21,-,-,Morocco,Casablanca,16 Mar 1996
Wales,won,16,15,+1,10,5,France,Cardiff,16 Mar 1996
France,lost,15,16,-1,5,10,Wales,Cardiff,16 Mar 1996
Ireland,lost,15,28,-13,15,12,England,Twickenham,16 Mar 1996
Morocco,lost,3,24,-21,-,-,Spain,Casablanca,16 Mar 1996
Hong Kong,won,27,16,+11,10,3,Korea,Hong Kong,24 Mar 1996
Korea,lost,16,27,-11,3,10,Hong Kong,Hong Kong,24 Mar 1996
Serbia and Montenegro,won,30,12,+18,-,-,Andorra,Vrsac,24 Mar 1996
Andorra,lost,12,30,-18,-,-,Serbia & Mon,Vrsac,24 Mar 1996
Netherlands,won,26,3,+23,14,0,Czech Rep,Prague,30 Mar 1996
Czechia,lost,3,26,-23,0,14,Netherlands,Prague,30 Mar 1996
Hong Kong,won,31,16,+15,-,-,Korea,Hong Kong,31 Mar 1996
Korea,lost,16,31,-15,-,-,Hong Kong,Hong Kong,31 Mar 1996
Spain,lost,9,81,-72,6,36,France XV,Sant Boi de Llobregat,31 Mar 1996
Israel,won,20,12,+8,-,-,Luxembourg,Tel Aviv,7 Apr 1996
Luxembourg,lost,12,20,-8,-,-,Israel,Tel Aviv,7 Apr 1996
Georgia,won,20,3,+17,15,0,Czech Rep,Tbilisi,12 Apr 1996
Czechia,lost,3,20,-17,0,15,Georgia,Tbilisi,12 Apr 1996
Romania,won,92,0,+92,-,-,Portugal,Bucharest,13 Apr 1996
Portugal,lost,0,92,-92,-,-,Romania,Bucharest,13 Apr 1996
Spain,won,52,6,+46,-,-,Russia,Madrid,14 Apr 1996
Russia,lost,6,52,-46,-,-,Spain,Madrid,14 Apr 1996
Romania,won,83,5,+78,-,-,Belgium,Bucharest,19 Apr 1996
Belgium,lost,5,83,-78,-,-,Romania,Bucharest,19 Apr 1996
Andorra,won,13,8,+5,-,-,Bulgaria,Andorra la Vella,20 Apr 1996
Slovenia,won,12,10,+2,-,-,Austria,Ljubliana,20 Apr 1996
Austria,lost,10,12,-2,-,-,Slovenia,Ljubliana,20 Apr 1996
Bulgaria,lost,8,13,-5,-,-,Andorra,Andorra la Vella,20 Apr 1996
France,won,64,12,+52,26,12,Romania,Aurillac,20 Apr 1996
Romania,lost,12,64,-52,12,26,France,Aurillac,20 Apr 1996
Netherlands,won,6,5,+1,-,-,Germany,Hilversum,21 Apr 1996
Germany,lost,5,6,-1,-,-,Netherlands,Hilversum,21 Apr 1996
Croatia,won,21,6,+15,-,-,Israel,Split,27 Apr 1996
Czechia,won,39,6,+33,15,6,Denmark,Prague,27 Apr 1996
Denmark,lost,6,39,-33,6,15,Czech Rep,Prague,27 Apr 1996
Israel,lost,6,21,-15,-,-,Croatia,Split,27 Apr 1996
Portugal,won,38,3,+35,-,-,Poland,Lisbon,27 Apr 1996
Poland,lost,3,38,-35,-,-,Portugal,Lisbon,27 Apr 1996
Moldova,won,15,10,+5,-,-,Lithuania,Panevezio,4 May 1996
Lithuania,lost,10,15,-5,-,-,Moldova,Panevezio,4 May 1996
Namibia,won,19,18,+1,9,10,Zimbabwe,Harare,4 May 1996
Zimbabwe,lost,18,19,-1,10,9,Namibia,Harare,4 May 1996
Luxembourg,draw,8,8,0,-,-,Monaco,Saint-Laurent-du-Var,4 May 1996
Monaco,draw,8,8,0,-,-,Luxembourg,Saint-Laurent-du-Var,4 May 1996
Japan,won,34,27,+7,15,13,Hong Kong,Tokyo,11 May 1996
Hong Kong,lost,27,34,-7,13,15,Japan,Tokyo,11 May 1996
Latvia,won,32,20,+12,-,-,Lithuania,Riga,11 May 1996
Lithuania,lost,20,32,-12,-,-,Latvia,Riga,11 May 1996
Hungary,won,34,11,+23,-,-,Slovenia,Kecskemet,11 May 1996
Slovenia,lost,11,34,-23,-,-,Hungary,Kecskemet,11 May 1996
Russia,won,13,10,+3,-,-,Morocco,Safi,11 May 1996
Morocco,lost,10,13,-3,-,-,Russia,Safi,11 May 1996
United States of America,won,19,12,+7,13,6,Canada,San Francisco,11 May 1996
Canada,lost,12,19,-7,6,13,USA,San Francisco,11 May 1996
Germany,won,16,11,+5,-,-,Denmark,Hanover,12 May 1996
Romania,won,40,9,+31,-,-,Poland,Sochacewz,12 May 1996
Denmark,lost,11,16,-5,-,-,Germany,Hanover,12 May 1996
Poland,lost,9,40,-31,-,-,Romania,Sochacewz,12 May 1996
Hong Kong,won,33,9,+24,13,6,Japan,Hong Kong,18 May 1996
Japan,lost,9,33,-24,6,13,Hong Kong,Hong Kong,18 May 1996
Canada,won,24,20,+4,10,6,USA,Vancouver,18 May 1996
United States of America,lost,20,24,-4,6,10,Canada,Vancouver,18 May 1996
Belgium,lost,10,38,-28,-,-,Emerg Italy,Brussels,24 May 1996
Poland,lost,19,107,-88,9,48,Italy A,Udine,25 May 1996
Canada,won,18,12,+6,-,-,Hong Kong,Hong Kong,1 Jun 1996
Hong Kong,lost,12,18,-6,-,-,Canada,Hong Kong,1 Jun 1996
New Zealand,won,51,10,+41,27,10,Samoa,Napier,7 Jun 1996
Samoa,lost,10,51,-41,10,27,New Zealand,Napier,7 Jun 1996
Hong Kong,won,22,19,+3,9,13,USA,Hong Kong,8 Jun 1996
United States of America,lost,19,22,-3,13,9,Hong Kong,Hong Kong,8 Jun 1996
Argentina,won,37,18,+19,25,0,Uruguay,Montevideo,8 Jun 1996
Uruguay,lost,18,37,-19,0,25,Argentina,Montevideo,8 Jun 1996
Australia,won,56,25,+31,25,6,Wales,Brisbane,9 Jun 1996
Canada,won,45,18,+27,25,6,Japan,Tokyo,9 Jun 1996
Japan,lost,18,45,-27,6,25,Canada,Tokyo,9 Jun 1996
Wales,lost,25,56,-31,6,25,Australia,Brisbane,9 Jun 1996
Barbados,won,10,0,+10,-,-,B Virgin Is,-,15 Jun 1996
British Virgin Islands,lost,0,10,-10,-,-,Barbados,-,15 Jun 1996
New Zealand,won,62,31,+31,31,19,Scotland,Dunedin,15 Jun 1996
Scotland,lost,31,62,-31,19,31,New Zealand,Dunedin,15 Jun 1996
Japan,won,24,18,+6,8,6,USA,Tokyo,16 Jun 1996
United States of America,lost,18,24,-6,6,8,Japan,Tokyo,16 Jun 1996
Serbia and Montenegro,won,39,9,+30,-,-,Bulgaria,Gabrovo,18 Jun 1996
Bulgaria,lost,9,39,-30,-,-,Serbia & Mon,Gabrovo,18 Jun 1996
New Zealand,won,36,12,+24,17,7,Scotland,Auckland,22 Jun 1996
Scotland,lost,12,36,-24,7,17,New Zealand,Auckland,22 Jun 1996
Australia,won,42,3,+39,13,3,Wales,Sydney,22 Jun 1996
Wales,lost,3,42,-39,3,13,Australia,Sydney,22 Jun 1996
France,won,34,27,+7,22,0,Argentina,Buenos Aires,22 Jun 1996
Argentina,lost,27,34,-7,0,22,France,Buenos Aires,22 Jun 1996
Australia,won,74,9,+65,27,9,Canada,Brisbane,29 Jun 1996
Canada,lost,9,74,-65,9,27,Australia,Brisbane,29 Jun 1996
France,won,34,15,+19,13,9,Argentina,Buenos Aires,29 Jun 1996
Argentina,lost,15,34,-19,9,13,France,Buenos Aires,29 Jun 1996
United States of America,won,42,23,+19,10,13,Hong Kong,San Francisco,29 Jun 1996
Hong Kong,lost,23,42,-19,13,10,USA,San Francisco,29 Jun 1996
South Africa,won,43,18,+25,16,8,Fiji,Pretoria,2 Jul 1996
Fiji,lost,18,43,-25,8,16,South Africa,Pretoria,2 Jul 1996
New Zealand,won,43,6,+37,25,6,Australia,Wellington,6 Jul 1996
Australia,lost,6,43,-37,6,25,New Zealand,Wellington,6 Jul 1996
Canada,won,57,9,+48,30,9,Hong Kong,Vancouver,6 Jul 1996
Hong Kong,lost,9,57,-48,9,30,Canada,Vancouver,6 Jul 1996
United States of America,won,74,5,+69,17,5,Japan,San Francisco,6 Jul 1996
Japan,lost,5,74,-69,5,17,USA,San Francisco,6 Jul 1996
Australia,won,21,16,+5,11,3,South Africa,Sydney,13 Jul 1996
South Africa,lost,16,21,-5,3,11,Australia,Sydney,13 Jul 1996
Canada,won,51,30,+21,22,18,Japan,Vancouver,13 Jul 1996
Japan,lost,30,51,-21,18,22,Canada,Vancouver,13 Jul 1996
Samoa,won,30,15,+15,18,10,Tonga,Apia,13 Jul 1996
Tonga,lost,15,30,-15,10,18,Samoa,Apia,13 Jul 1996
Fiji,won,60,0,+60,33,0,Samoa,Suva,20 Jul 1996
Samoa,lost,0,60,-60,0,33,Fiji,Suva,20 Jul 1996
New Zealand,won,15,11,+4,6,8,South Africa,Christchurch,20 Jul 1996
South Africa,lost,11,15,-4,8,6,New Zealand,Christchurch,20 Jul 1996
Tonga,won,32,18,+14,22,3,Fiji,Nuku A\'lofa,27 Jul 1996
Fiji,lost,18,32,-14,3,22,Tonga,Nuku A\'lofa,27 Jul 1996
New Zealand,won,32,25,+7,9,16,Australia,Brisbane,27 Jul 1996
Australia,lost,25,32,-7,16,9,New Zealand,Brisbane,27 Jul 1996
South Africa,won,25,19,+6,16,3,Australia,Bloemfontein,3 Aug 1996
Australia,lost,19,25,-6,3,16,South Africa,Bloemfontein,3 Aug 1996
New Zealand,won,29,18,+11,6,15,South Africa,Cape Town,10 Aug 1996
South Africa,lost,18,29,-11,15,6,New Zealand,Cape Town,10 Aug 1996
New Zealand,won,23,19,+4,15,9,South Africa,Durban,17 Aug 1996
South Africa,lost,19,23,-4,9,15,New Zealand,Durban,17 Aug 1996
Wales,won,31,10,+21,12,5,Barbarians,Cardiff,24 Aug 1996
New Zealand,won,33,26,+7,21,11,South Africa,Pretoria,24 Aug 1996
South Africa,lost,26,33,-7,11,21,New Zealand,Pretoria,24 Aug 1996
South Africa,won,32,22,+10,16,8,New Zealand,Johannesburg,31 Aug 1996
New Zealand,lost,22,32,-10,8,16,South Africa,Johannesburg,31 Aug 1996
Zimbabwe,won,130,10,+120,-,-,Botswana,Bulawayo,7 Sep 1996
Botswana,lost,10,130,-120,-,-,Zimbabwe,Bulawayo,7 Sep 1996
Argentina,won,29,26,+3,-,-,USA,Nepean,14 Sep 1996
Canada,won,24,18,+6,5,18,Uruguay,Nepean,14 Sep 1996
United States of America,lost,26,29,-3,-,-,Argentina,Nepean,14 Sep 1996
Uruguay,lost,18,24,-6,18,5,Canada,Nepean,14 Sep 1996
Argentina,won,54,20,+34,26,6,Uruguay,Hamilton,18 Sep 1996
Canada,won,23,18,+5,-,-,USA,Hamilton,18 Sep 1996
United States of America,lost,18,23,-5,-,-,Canada,Hamilton,18 Sep 1996
Uruguay,lost,20,54,-34,6,26,Argentina,Hamilton,18 Sep 1996
Argentina,won,41,21,+20,18,9,Canada,Markham,21 Sep 1996
United States of America,won,27,13,+14,16,3,Uruguay,Markham,21 Sep 1996
Canada,lost,21,41,-20,9,18,Argentina,Markham,21 Sep 1996
Uruguay,lost,13,27,-14,3,16,USA,Markham,21 Sep 1996
Georgia,won,18,14,+4,10,6,Czech Rep,Prague,22 Sep 1996
Czechia,lost,14,18,-4,6,10,Georgia,Prague,22 Sep 1996
France,won,40,33,+7,10,27,Wales,Cardiff,25 Sep 1996
Wales,lost,33,40,-7,27,10,France,Cardiff,25 Sep 1996
Latvia,won,44,6,+38,-,-,Norway,Riga,28 Sep 1996
Norway,lost,6,44,-38,-,-,Latvia,Riga,28 Sep 1996
Poland,won,16,10,+6,-,-,Denmark,Gdansk,28 Sep 1996
Denmark,lost,10,16,-6,-,-,Poland,Gdansk,28 Sep 1996
Fiji,won,64,11,+53,40,6,Hong Kong,Hong Kong,29 Sep 1996
Hong Kong,lost,11,64,-53,6,40,Fiji,Hong Kong,29 Sep 1996
Fiji,won,37,16,+21,20,8,Hong Kong,Hong Kong,5 Oct 1996
Hong Kong,lost,16,37,-21,8,20,Fiji,Hong Kong,5 Oct 1996
Lithuania,won,26,3,+23,-,-,Luxembourg,Vilnius,5 Oct 1996
Ukraine,won,60,0,+60,24,0,Serbia & Mon,Kiev,5 Oct 1996
Luxembourg,lost,3,26,-23,-,-,Lithuania,Vilnius,5 Oct 1996
Serbia and Montenegro,lost,0,60,-60,0,24,Ukraine,Kiev,5 Oct 1996
Slovenia,won,8,0,+8,-,-,Croatia,Zagreb,5 Oct 1996
Wales,won,31,22,+9,18,9,Italy,Rome,5 Oct 1996
Croatia,lost,0,8,-8,-,-,Slovenia,Zagreb,5 Oct 1996
Italy,lost,22,31,-9,9,18,Wales,Rome,5 Oct 1996
Moldova,won,14,6,+8,3,3,Bulgaria,Sofia,12 Oct 1996
Bulgaria,lost,6,14,-8,3,3,Moldova,Sofia,12 Oct 1996
Croatia,won,43,7,+36,11,7,Norway,Stavanger,12 Oct 1996
Norway,lost,7,43,-36,7,11,Croatia,Stavanger,12 Oct 1996
Latvia,won,8,3,+5,5,3,Moldova,Chisinau,19 Oct 1996
Moldova,lost,3,8,-5,3,5,Latvia,Chisinau,19 Oct 1996
Andorra,won,54,24,+30,-,-,Lithuania,Andorra la Vella,19 Oct 1996
Monaco,won,21,16,+5,-,-,Slovenia,Ljubliana,19 Oct 1996
Sweden,won,39,17,+22,-,-,Hungary,Vanersborg,19 Oct 1996
Hungary,lost,17,39,-22,-,-,Sweden,Vanersborg,19 Oct 1996
Lithuania,lost,24,54,-30,-,-,Andorra,Andorra la Vella,19 Oct 1996
Slovenia,lost,16,21,-5,-,-,Monaco,Ljubliana,19 Oct 1996
Poland,won,17,16,+1,-,-,Morocco,Casablanca,19 Oct 1996
Morocco,lost,16,17,-1,-,-,Poland,Casablanca,19 Oct 1996
Georgia,won,29,20,+9,22,12,Russia,Tbilisi,20 Oct 1996
Russia,lost,20,29,-9,12,22,Georgia,Tbilisi,20 Oct 1996
Australia,won,40,18,+22,13,8,Italy,Padova,23 Oct 1996
Italy,lost,18,40,-22,8,13,Australia,Padova,23 Oct 1996
Russia,won,37,14,+23,22,7,Czech Rep,Moscow,26 Oct 1996
Czechia,lost,14,37,-23,7,22,Russia,Moscow,26 Oct 1996
Croatia,won,46,31,+15,-,-,Bulgaria,Sofia,26 Oct 1996
Bulgaria,lost,31,46,-15,-,-,Croatia,Sofia,26 Oct 1996
Austria,won,3,0,+3,-,-,Serbia & Mon,Vienna,26 Oct 1996
Serbia and Montenegro,lost,0,3,-3,-,-,Austria,Vienna,26 Oct 1996
Tunisia,won,20,15,+5,-,-,Netherlands,Leiden,27 Oct 1996
Netherlands,lost,15,20,-5,-,-,Tunisia,Leiden,27 Oct 1996
Fiji,lost,10,25,-15,5,5,NZ Maori,Suva,1 Nov 1996
Bermuda,won,22,14,+8,-,-,Bahamas,-,1 Nov 1996
Bahamas,lost,14,22,-8,-,-,Bermuda,-,1 Nov 1996
Chinese Taipei,won,53,15,+38,-,-,Thailand,Taipei,2 Nov 1996
Thailand,lost,15,53,-38,-,-,C Taipai,Taipei,2 Nov 1996
Andorra,won,21,20,+1,-,-,Sweden,Andorra la Vella,2 Nov 1996
Hungary,won,12,3,+9,-,-,Luxembourg,Luxembourg City,2 Nov 1996
Morocco,won,17,5,+12,-,-,Denmark,Copenhagen,2 Nov 1996
Ukraine,won,38,0,+38,18,0,Switzerland,Nyon,2 Nov 1996
Denmark,lost,5,17,-12,-,-,Morocco,Copenhagen,2 Nov 1996
Luxembourg,lost,3,12,-9,-,-,Hungary,Luxembourg City,2 Nov 1996
Sweden,lost,20,21,-1,-,-,Andorra,Andorra la Vella,2 Nov 1996
Switzerland,lost,0,38,-38,0,18,Ukraine,Nyon,2 Nov 1996
Bermuda,won,29,8,+21,-,-,Trinidad & T,-,2 Nov 1996
Trinidad and Tobago,lost,8,29,-21,-,-,Bermuda,-,2 Nov 1996
Hong Kong,won,103,5,+98,-,-,Malaysia,Taipei,3 Nov 1996
Korea,won,60,20,+40,-,-,Sri Lanka,Taipei,3 Nov 1996
Malaysia,lost,5,103,-98,-,-,Hong Kong,Taipei,3 Nov 1996
Sri Lanka,lost,20,60,-40,-,-,Korea,Taipei,3 Nov 1996
Thailand,lost,10,141,-131,-,-,Japan XV,Taipei,4 Nov 1996
Hong Kong,won,66,13,+53,-,-,Sri Lanka,Taipei,5 Nov 1996
Korea,won,112,5,+107,-,-,Malaysia,Taipei,5 Nov 1996
Malaysia,lost,5,112,-107,-,-,Korea,Taipei,5 Nov 1996
Sri Lanka,lost,13,66,-53,-,-,Hong Kong,Taipei,5 Nov 1996
Chinese Taipei,lost,12,101,-89,-,-,Japan XV,Taipei,6 Nov 1996
Korea,won,19,15,+4,-,-,Hong Kong,Taipei,7 Nov 1996
Sri Lanka,won,31,6,+25,-,-,Malaysia,Taipei,7 Nov 1996
Hong Kong,lost,15,19,-4,-,-,Korea,Taipei,7 Nov 1996
Malaysia,lost,6,31,-25,-,-,Sri Lanka,Taipei,7 Nov 1996
Tonga,lost,20,29,-9,-,-,NZ Maori,Nuku A\'lofa,8 Nov 1996
Hong Kong,won,114,12,+102,-,-,C Taipai,Taipei,9 Nov 1996
Chinese Taipei,lost,12,114,-102,-,-,Hong Kong,Taipei,9 Nov 1996
Japan,won,41,25,+16,11,12,Korea,Taipei,9 Nov 1996
Korea,lost,25,41,-16,12,11,Japan,Taipei,9 Nov 1996
Australia,won,29,19,+10,19,6,Scotland,Murrayfield,9 Nov 1996
Scotland,lost,19,29,-10,6,19,Australia,Murrayfield,9 Nov 1996
South Africa,won,46,15,+31,17,8,Argentina,Buenos Aires,9 Nov 1996
Argentina,lost,15,46,-31,8,17,South Africa,Buenos Aires,9 Nov 1996
Spain,won,31,20,+11,-,-,Portugal,Madrid,10 Nov 1996
Portugal,lost,20,31,-11,-,-,Spain,Madrid,10 Nov 1996
Trinidad and Tobago,won,41,0,+41,31,0,Brazil,Port-of-Spain,11 Nov 1996
Brazil,lost,0,41,-41,0,31,Trinidad & T,Port-of-Spain,11 Nov 1996
Samoa,won,40,25,+15,25,12,Ireland,Lansdowne Road,12 Nov 1996
Ireland,lost,25,40,-15,12,25,Samoa,Lansdowne Road,12 Nov 1996
Belgium,won,24,3,+21,-,-,Germany,Brussels,16 Nov 1996
Germany,lost,3,24,-21,-,-,Belgium,Brussels,16 Nov 1996
South Africa,won,44,21,+23,27,15,Argentina,Buenos Aires,16 Nov 1996
Argentina,lost,21,44,-23,15,27,South Africa,Buenos Aires,16 Nov 1996
Cook Islands,won,22,19,+3,14,5,PNG,Raratonga,22 Nov 1996
Papua New Guinea,lost,19,22,-3,5,14,Cook Islands,Raratonga,22 Nov 1996
Israel,won,15,3,+12,-,-,Austria,Tel Aviv,23 Nov 1996
Austria,lost,3,15,-12,-,-,Israel,Tel Aviv,23 Nov 1996
Australia,won,22,12,+10,6,9,Ireland,Lansdowne Road,23 Nov 1996
England,won,54,21,+33,28,0,Italy,Twickenham,23 Nov 1996
Ireland,lost,12,22,-10,9,6,Australia,Lansdowne Road,23 Nov 1996
Italy,lost,21,54,-33,0,28,England,Twickenham,23 Nov 1996
Spain,won,25,17,+8,-,-,Germany,Heidelburg,24 Nov 1996
Germany,lost,17,25,-8,-,-,Spain,Heidelburg,24 Nov 1996
Portugal,won,55,11,+44,-,-,Netherlands,Lisbon,24 Nov 1996
Netherlands,lost,11,55,-44,-,-,Portugal,Lisbon,24 Nov 1996
Israel,draw,9,9,0,3,3,Switzerland,Tel Aviv,30 Nov 1996
Switzerland,draw,9,9,0,3,3,Israel,Tel Aviv,30 Nov 1996
South Africa,won,22,12,+10,19,6,France,Bordeaux,30 Nov 1996
France,lost,12,22,-10,6,19,South Africa,Bordeaux,30 Nov 1996
Australia,won,28,19,+9,18,6,Wales,Cardiff,1 Dec 1996
Wales,lost,19,28,-9,6,18,Australia,Cardiff,1 Dec 1996
