Home Team Name, Outcome, Home Team Goals, Away Team Goals, Goal Diff, X1, X2, Away Team Name, Location, Date
Switzerland,lost,10,18,-8,4,15,,Geneva,1 Dec 1985
Serbia and Montenegro,lost,6,10,-4,-,-,Italy U21,Pordenone,5 Dec 1985
Serbia and Montenegro,won,13,6,+7,4,0,Switzerland,Zenica,6 Dec 1985
Switzerland,lost,6,13,-7,0,4,Serbia & Mon,Zenica,6 Dec 1985
Italy,won,19,3,+16,9,3,Romania,L\'Aquila,7 Dec 1985
Romania,lost,3,19,-16,3,9,Italy,L\'Aquila,7 Dec 1985
Bulgaria,won,16,0,+16,-,-,East Germany,Sosopol,-
Poland,won,15,6,+9,-,-,East Germany,Sosopol,-
Soviet Union,won,31,9,+22,-,-,Zimbabwe,Harare,-
Zimbabwe,won,26,10,+16,-,-,,Bulawayo,-
East Germany,lost,6,15,-9,-,-,Poland,Sosopol,-
East Germany,lost,0,16,-16,-,-,Bulgaria,Sosopol,-
Soviet Union,lost,10,26,-16,-,-,Zimbabwe,Bulawayo,-
Zimbabwe,lost,9,31,-22,-,-,,Harare,-
England,won,21,18,+3,12,9,Wales,Twickenham,18 Jan 1986
Wales,lost,18,21,-3,9,12,England,Twickenham,18 Jan 1986
Scotland,won,18,17,+1,12,7,France,Murrayfield,18 Jan 1986
France,lost,17,18,-1,7,12,Scotland,Murrayfield,18 Jan 1986
France,won,29,9,+20,9,6,Ireland,Parc des Princes,1 Feb 1986
Ireland,lost,9,29,-20,6,9,France,Parc des Princes,1 Feb 1986
Wales,won,22,15,+7,9,8,Scotland,Cardiff,1 Feb 1986
Scotland,lost,15,22,-7,8,9,Wales,Cardiff,1 Feb 1986
Italy,won,18,4,+14,9,0,Tunisia,Rovigo,8 Feb 1986
Tunisia,lost,4,18,-14,0,9,Italy,Rovigo,8 Feb 1986
Spain,won,23,12,+11,-,-,Morocco,Madrid,9 Feb 1986
Morocco,lost,12,23,-11,-,-,Spain,Madrid,9 Feb 1986
Italy,lost,0,18,-18,0,12,France XV,Annecy,15 Feb 1986
Netherlands,lost,3,21,-18,-,-,Italy B,Piacenza,15 Feb 1986
Scotland,won,33,6,+27,12,6,England,Murrayfield,15 Feb 1986
England,lost,6,33,-27,6,12,Scotland,Murrayfield,15 Feb 1986
Wales,won,19,12,+7,4,12,Ireland,Lansdowne Road,15 Feb 1986
Ireland,lost,12,19,-7,12,4,Wales,Lansdowne Road,15 Feb 1986
Romania,won,34,14,+20,-,-,Portugal,Barreiro,22 Feb 1986
Portugal,lost,14,34,-20,-,-,Romania,Barreiro,22 Feb 1986
England,won,25,20,+5,9,10,Ireland,Twickenham,1 Mar 1986
Ireland,lost,20,25,-5,10,9,England,Twickenham,1 Mar 1986
France,won,23,15,+8,11,9,Wales,Cardiff,1 Mar 1986
Wales,lost,15,23,-8,9,11,France,Cardiff,1 Mar 1986
France,won,29,10,+19,10,0,England,Parc des Princes,15 Mar 1986
England,lost,10,29,-19,0,10,France,Parc des Princes,15 Mar 1986
Scotland,won,10,9,+1,0,9,Ireland,Lansdowne Road,15 Mar 1986
Ireland,lost,9,10,-1,9,0,Scotland,Lansdowne Road,15 Mar 1986
Netherlands,won,11,0,+11,-,-,Belgium,Dendermonde,16 Mar 1986
Belgium,lost,0,11,-11,-,-,Netherlands,Dendermonde,16 Mar 1986
Portugal,lost,18,60,-42,3,32,France XV,Lisbon,22 Mar 1986
Scotland,won,33,18,+15,15,12,Romania,Bucharest,29 Mar 1986
Romania,lost,18,33,-15,12,15,Scotland,Bucharest,29 Mar 1986
Czechia,won,25,0,+25,15,0,Poland,Havirov,2 Apr 1986
Poland,lost,0,25,-25,0,15,Czech Rep,Havirov,2 Apr 1986
Netherlands,won,28,10,+18,15,3,Switzerland,Lausanne,6 Apr 1986
Switzerland,lost,10,28,-18,3,15,Netherlands,Lausanne,6 Apr 1986
Spain,lost,10,15,-5,6,3,England U23,Twickenham,9 Apr 1986
France,won,25,13,+12,11,9,Romania,Lille,12 Apr 1986
Romania,lost,13,25,-12,9,11,France,Lille,12 Apr 1986
Italy,won,26,24,+2,20,3,Portugal,Jesi,13 Apr 1986
Netherlands,won,9,6,+3,0,6,Czech Rep,Hilversum,13 Apr 1986
Poland,won,28,12,+16,-,-,,Posen,13 Apr 1986
Czechia,lost,6,9,-3,6,0,Netherlands,Hilversum,13 Apr 1986
Portugal,lost,24,26,-2,3,20,Italy,Jesi,13 Apr 1986
West Germany,lost,12,28,-16,-,-,Poland,Posen,13 Apr 1986
British and Irish Lions,lost,7,15,-8,7,6,World XV,Cardiff,16 Apr 1986
Tunisia,won,24,21,+3,-,-,Portugal,Tunis,26 Apr 1986
Portugal,lost,21,24,-3,-,-,Tunisia,Tunis,26 Apr 1986
West Germany,won,6,0,+6,-,-,Morocco,Heidelburg,27 Apr 1986
Morocco,lost,0,6,-6,-,-,,Heidelburg,27 Apr 1986
Soviet Union,lost,7,14,-7,3,7,France XV,-,1 May 1986
Spain,lost,17,39,-22,7,25,Scotland XV,Barcelona,1 May 1986
Soviet Union,won,12,4,+8,-,-,Tunisia,Tunis,1 May 1986
Tunisia,lost,4,12,-8,-,-,,Tunis,1 May 1986
Tunisia,won,17,15,+2,-,-,Romania,Monastir,3 May 1986
Romania,lost,15,17,-2,-,-,Tunisia,Monastir,3 May 1986
South Africa,won,21,15,+6,6,9,NZ Cavaliers,Cape Town,10 May 1986
Sweden,won,12,6,+6,-,-,Belgium,Malmo,10 May 1986
Belgium,lost,6,12,-6,-,-,Sweden,Malmo,10 May 1986
Italy,draw,15,15,0,9,9,England XV,Rome,10 May 1986
Morocco,won,16,14,+2,-,-,Poland,Casablanca,11 May 1986
Poland,lost,14,16,-2,-,-,Morocco,Casablanca,11 May 1986
South Africa,lost,18,19,-1,9,16,NZ Cavaliers,Durban,17 May 1986
Soviet Union,won,29,3,+26,-,-,Portugal,Barreiro,17 May 1986
Portugal,lost,3,29,-26,-,-,,Barreiro,17 May 1986
South Africa,won,33,18,+15,12,9,NZ Cavaliers,Pretoria,24 May 1986
Bulgaria,won,10,4,+6,-,-,Serbia & Mon,Pernik,25 May 1986
Serbia and Montenegro,lost,4,10,-6,-,-,Bulgaria,Pernik,25 May 1986
Wales,won,22,15,+7,10,3,Fiji,Suva,31 May 1986
Fiji,lost,15,22,-7,3,10,Wales,Suva,31 May 1986
Denmark,won,36,4,+32,12,0,Switzerland,Copenhagen,31 May 1986
South Africa,won,24,10,+14,6,10,NZ Cavaliers,Johannesburg,31 May 1986
Switzerland,lost,4,36,-32,0,12,Denmark,Copenhagen,31 May 1986
Argentina,won,15,13,+2,3,10,France,Buenos Aires,31 May 1986
France,lost,13,15,-2,10,3,Argentina,Buenos Aires,31 May 1986
Japan,draw,9,9,0,0,3,USA,Torrance,31 May 1986
United States of America,draw,9,9,0,3,0,Japan,Torrance,31 May 1986
Australia,won,39,18,+21,21,6,Italy,Brisbane,1 Jun 1986
Italy,lost,18,39,-21,6,21,Australia,Brisbane,1 Jun 1986
Czechia,won,51,3,+48,35,3,Sweden,Prague,1 Jun 1986
Sweden,lost,3,51,-48,3,35,Czech Rep,Prague,1 Jun 1986
France,won,22,9,+13,13,3,Argentina,Buenos Aires,7 Jun 1986
Argentina,lost,9,22,-13,3,13,France,Buenos Aires,7 Jun 1986
Japan,won,26,21,+5,12,9,Canada,Burnaby Lake,7 Jun 1986
Canada,lost,21,26,-5,9,12,Japan,Burnaby Lake,7 Jun 1986
Wales,won,15,7,+8,6,3,Tonga,Nuku A\'lofa,12 Jun 1986
Tonga,lost,7,15,-8,3,6,Wales,Nuku A\'lofa,12 Jun 1986
Wales,won,32,14,+18,13,14,Samoa,Apia,14 Jun 1986
Samoa,lost,14,32,-18,14,13,Wales,Apia,14 Jun 1986
Australia,won,27,14,+13,15,4,France,Sydney,21 Jun 1986
France,lost,14,27,-13,4,15,Australia,Sydney,21 Jun 1986
Tonga,won,13,6,+7,7,0,Fiji,Nuku A\'lofa,28 Jun 1986
Fiji,lost,6,13,-7,0,7,Tonga,Nuku A\'lofa,28 Jun 1986
New Zealand,won,18,9,+9,12,6,France,Christchurch,28 Jun 1986
France,lost,9,18,-9,6,12,New Zealand,Christchurch,28 Jun 1986
Fiji,won,29,9,+20,13,9,Samoa,Nuku A\'lofa,2 Jul 1986
Samoa,lost,9,29,-20,9,13,Fiji,Nuku A\'lofa,2 Jul 1986
Tonga,won,31,15,+16,-,-,Samoa,Nuku A\'lofa,5 Jul 1986
Samoa,lost,15,31,-16,-,-,Tonga,Nuku A\'lofa,5 Jul 1986
Australia,won,39,19,+20,30,3,Argentina,Brisbane,6 Jul 1986
Argentina,lost,19,39,-20,3,30,Australia,Brisbane,6 Jul 1986
Australia,won,26,0,+26,17,0,Argentina,Sydney,12 Jul 1986
Argentina,lost,0,26,-26,0,17,Australia,Sydney,12 Jul 1986
Fiji,won,16,3,+13,6,3,Tonga,Nuku A\'lofa,20 Jul 1986
Tonga,lost,3,16,-13,3,6,Fiji,Nuku A\'lofa,20 Jul 1986
Australia,won,13,12,+1,9,0,New Zealand,Wellington,9 Aug 1986
New Zealand,lost,12,13,-1,0,9,Australia,Wellington,9 Aug 1986
New Zealand,won,13,12,+1,13,3,Australia,Dunedin,23 Aug 1986
Australia,lost,12,13,-1,3,13,New Zealand,Dunedin,23 Aug 1986
Australia,won,22,9,+13,12,6,New Zealand,Auckland,6 Sep 1986
New Zealand,lost,9,22,-13,6,12,Australia,Auckland,6 Sep 1986
Japan,lost,18,33,-15,6,13,Scotland XV,Murrayfield,27 Sep 1986
Denmark,won,12,11,+1,-,-,Sweden,Aalborg,4 Oct 1986
Sweden,lost,11,12,-1,-,-,Denmark,Aalborg,4 Oct 1986
Romania,won,37,9,+28,-,-,Tunisia,Constanta,5 Oct 1986
Tunisia,lost,9,37,-28,-,-,Romania,Constanta,5 Oct 1986
Japan,lost,12,39,-27,12,6,England XV,Twickenham,11 Oct 1986
Netherlands,won,23,0,+23,-,-,Sweden,Castricum,17 Oct 1986
Sweden,lost,0,23,-23,-,-,Netherlands,Castricum,17 Oct 1986
Romania,won,43,7,+36,-,-,Portugal,Birlad,18 Oct 1986
Portugal,lost,7,43,-36,-,-,Romania,Birlad,18 Oct 1986
Italy,won,22,9,+13,6,0,Tunisia,Menzel Bourghiba,18 Oct 1986
Switzerland,won,25,13,+12,15,6,Bulgaria,Lausanne,18 Oct 1986
Bulgaria,lost,13,25,-12,6,15,Switzerland,Lausanne,18 Oct 1986
Tunisia,lost,9,22,-13,0,6,Italy,Menzel Bourghiba,18 Oct 1986
Belgium,won,9,0,+9,-,-,Sweden,Brussels,19 Oct 1986
Sweden,lost,0,9,-9,-,-,Belgium,Brussels,19 Oct 1986
France,won,20,3,+17,14,0,Romania,Bucharest,23 Oct 1986
Romania,lost,3,20,-17,0,14,France,Bucharest,23 Oct 1986
Sweden,lost,3,14,-11,-,-,Welsh Dist,Malmo,1 Nov 1986
Ireland,won,60,0,+60,22,0,Romania,Lansdowne Road,1 Nov 1986
Romania,lost,0,60,-60,0,22,Ireland,Lansdowne Road,1 Nov 1986
New Zealand,won,19,7,+12,6,3,France,Toulouse,8 Nov 1986
France,lost,7,19,-12,3,6,New Zealand,Toulouse,8 Nov 1986
Canada,won,27,16,+11,12,12,USA,Tucson,8 Nov 1986
United States of America,lost,16,27,-11,12,12,Canada,Tucson,8 Nov 1986
France,won,16,3,+13,3,3,New Zealand,Nantes,15 Nov 1986
New Zealand,lost,3,16,-13,3,3,France,Nantes,15 Nov 1986
Serbia and Montenegro,won,4,3,+1,-,-,Switzerland,Geneva,16 Nov 1986
Soviet Union,won,16,14,+2,6,4,Italy,Genova,16 Nov 1986
Italy,lost,14,16,-2,4,6,,Genova,16 Nov 1986
Switzerland,lost,3,4,-1,-,-,Serbia & Mon,Geneva,16 Nov 1986
Korea,won,28,12,+16,-,-,Hong Kong,Bangkok,22 Nov 1986
Hong Kong,lost,12,28,-16,-,-,Korea,Bangkok,22 Nov 1986
Singapore,draw,12,12,0,-,-,Thailand,Bangkok,22 Nov 1986
Thailand,draw,12,12,0,-,-,Singapore,Bangkok,22 Nov 1986
Belgium,won,18,15,+3,18,3,Czech Rep,Vise,22 Nov 1986
Czechia,lost,15,18,-3,3,18,Belgium,Vise,22 Nov 1986
Chinese Taipei,won,48,0,+48,-,-,Malaysia,Bangkok,23 Nov 1986
Malaysia,lost,0,48,-48,-,-,C Taipai,Bangkok,23 Nov 1986
Sri Lanka,lost,0,64,-64,-,-,Japan XV,Bangkok,23 Nov 1986
Korea,won,41,9,+32,-,-,Singapore,Bangkok,24 Nov 1986
Thailand,won,13,12,+1,-,-,Hong Kong,Bangkok,24 Nov 1986
Hong Kong,lost,12,13,-1,-,-,Thailand,Bangkok,24 Nov 1986
Singapore,lost,9,41,-32,-,-,Korea,Bangkok,24 Nov 1986
Chinese Taipei,won,24,17,+7,-,-,Japan XV,Bangkok,25 Nov 1986
Sri Lanka,won,33,15,+18,-,-,Malaysia,Bangkok,25 Nov 1986
Malaysia,lost,15,33,-18,-,-,Sri Lanka,Bangkok,25 Nov 1986
Hong Kong,won,25,9,+16,-,-,Singapore,Bangkok,26 Nov 1986
Korea,won,38,9,+29,-,-,Thailand,Bangkok,26 Nov 1986
Singapore,lost,9,25,-16,-,-,Hong Kong,Bangkok,26 Nov 1986
Thailand,lost,9,38,-29,-,-,Korea,Bangkok,26 Nov 1986
Chinese Taipei,won,28,3,+25,-,-,Sri Lanka,Bangkok,27 Nov 1986
Malaysia,lost,6,82,-76,-,-,Japan XV,Bangkok,27 Nov 1986
Sri Lanka,lost,3,28,-25,-,-,C Taipai,Bangkok,27 Nov 1986
Thailand,won,32,12,+20,-,-,C Taipai,Bangkok,29 Nov 1986
Chinese Taipei,lost,12,32,-20,-,-,Thailand,Bangkok,29 Nov 1986
Korea,won,24,22,+2,9,12,Japan,Bangkok,29 Nov 1986
Japan,lost,22,24,-2,12,9,Korea,Bangkok,29 Nov 1986
Spain,won,50,0,+50,-,-,,Madrid,29 Nov 1986
West Germany,lost,0,50,-50,-,-,Spain,Madrid,29 Nov 1986
Spain,won,12,3,+9,-,-,Morocco,Casablanca,14 Dec 1986
Morocco,lost,3,12,-9,-,-,Spain,Casablanca,14 Dec 1986
East Germany,won,14,6,+8,-,-,Bulgaria,Cottbus,-
Soviet Union,won,15,9,+6,-,-,France XV,-,-
Soviet Union,won,9,6,+3,-,-,Tunisia,Kutaisi,-
Thailand,won,21,10,+11,-,-,Malaysia,Bangkok,-
Bulgaria,lost,6,14,-8,-,-,East Germany,Cottbus,-
Malaysia,lost,10,21,-11,-,-,Thailand,Bangkok,-
Tunisia,lost,6,38,-32,-,-,France XV,-,-
Tunisia,lost,6,9,-3,-,-,,Kutaisi,-
Italy,won,41,3,+38,30,0,Portugal,Lisbon,18 Jan 1987
Portugal,lost,3,41,-38,0,30,Italy,Lisbon,18 Jan 1987
France,won,16,9,+7,3,9,Wales,Parc des Princes,7 Feb 1987
Wales,lost,9,16,-7,9,3,France,Parc des Princes,7 Feb 1987
Ireland,won,17,0,+17,9,0,England,Lansdowne Road,7 Feb 1987
England,lost,0,17,-17,0,9,Ireland,Lansdowne Road,7 Feb 1987
Portugal,lost,6,38,-32,3,22,France XV,Saint-Vincent-de-Tyrosse,8 Feb 1987
France,won,19,15,+4,3,12,England,Twickenham,21 Feb 1987
England,lost,15,19,-4,12,3,France,Twickenham,21 Feb 1987
Scotland,won,16,12,+4,10,9,Ireland,Murrayfield,21 Feb 1987
Ireland,lost,12,16,-4,9,10,Scotland,Murrayfield,21 Feb 1987
Italy,lost,6,22,-16,3,12,France XV,Padova,22 Feb 1987
France,won,28,22,+6,18,7,Scotland,Parc des Princes,7 Mar 1987
Scotland,lost,22,28,-6,7,18,France,Parc des Princes,7 Mar 1987
Wales,won,19,12,+7,12,9,England,Cardiff,7 Mar 1987
England,lost,12,19,-7,9,12,Wales,Cardiff,7 Mar 1987
Netherlands,won,10,8,+2,-,-,Belgium,Hilversum,8 Mar 1987
Belgium,lost,8,10,-2,-,-,Netherlands,Hilversum,8 Mar 1987
France,won,19,13,+6,3,10,Ireland,Lansdowne Road,21 Mar 1987
Scotland,won,21,15,+6,12,3,Wales,Murrayfield,21 Mar 1987
Ireland,lost,13,19,-6,10,3,France,Lansdowne Road,21 Mar 1987
Wales,lost,15,21,-6,3,12,Scotland,Murrayfield,21 Mar 1987
Zimbabwe,won,35,9,+26,-,-,Portugal,Harare,4 Apr 1987
Portugal,lost,9,35,-26,-,-,Zimbabwe,Harare,4 Apr 1987
England,won,21,12,+9,12,3,Scotland,Twickenham,4 Apr 1987
Scotland,lost,12,21,-9,3,12,England,Twickenham,4 Apr 1987
Ireland,won,15,11,+4,6,8,Wales,Cardiff,4 Apr 1987
Wales,lost,11,15,-4,8,6,Ireland,Cardiff,4 Apr 1987
Morocco,won,7,0,+7,-,-,,Casablanca,5 Apr 1987
West Germany,lost,0,7,-7,-,-,Morocco,Casablanca,5 Apr 1987
Zimbabwe,won,50,9,+41,-,-,Portugal,Harare,11 Apr 1987
Portugal,lost,9,50,-41,-,-,Zimbabwe,Harare,11 Apr 1987
Romania,won,9,3,+6,9,0,Italy,Constanta,12 Apr 1987
Italy,lost,3,9,-6,0,9,Romania,Constanta,12 Apr 1987
Czechia,won,27,14,+13,12,10,Netherlands,Prague,12 Apr 1987
Poland,won,21,4,+17,-,-,Morocco,Ruda Slaska,12 Apr 1987
Morocco,lost,4,21,-17,-,-,Poland,Ruda Slaska,12 Apr 1987
Netherlands,lost,14,27,-13,10,12,Czech Rep,Prague,12 Apr 1987
Tunisia,won,12,9,+3,-,-,Portugal,Lisbon,18 Apr 1987
Portugal,lost,9,12,-3,-,-,Tunisia,Lisbon,18 Apr 1987
Spain,lost,7,25,-18,3,7,Scotland XV,Murrayfield,19 Apr 1987
Romania,won,13,12,+1,-,-,,Tbilisi,25 Apr 1987
Soviet Union,lost,12,13,-1,-,-,Romania,Tbilisi,25 Apr 1987
Spain,won,38,9,+29,-,-,Poland,Madrid,26 Apr 1987
Poland,lost,9,38,-29,-,-,Spain,Madrid,26 Apr 1987
Argentina,won,38,3,+35,-,-,Uruguay,Montevideo,3 May 1987
Uruguay,lost,3,38,-35,-,-,Argentina,Montevideo,3 May 1987
United States of America,won,47,13,+34,-,-,Tunisia,Pebble Beach,3 May 1987
Tunisia,lost,13,47,-34,-,-,USA,Pebble Beach,3 May 1987
Soviet Union,won,50,6,+44,-,-,Portugal,Kharkov,9 May 1987
Portugal,lost,6,50,-44,-,-,,Kharkov,9 May 1987
Serbia and Montenegro,won,32,15,+17,-,-,Bulgaria,Vranje,10 May 1987
Bulgaria,lost,15,32,-17,-,-,Serbia & Mon,Vranje,10 May 1987
Poland,won,20,6,+14,-,-,,Hanover,10 May 1987
Spain,won,28,10,+18,-,-,Netherlands,Bordeaux,10 May 1987
Netherlands,lost,10,28,-18,-,-,Spain,Bordeaux,10 May 1987
West Germany,lost,6,20,-14,-,-,Poland,Hanover,10 May 1987
Canada,won,33,9,+24,-,-,USA,Vancouver,10 May 1987
United States of America,lost,9,33,-24,-,-,Canada,Vancouver,10 May 1987
Australia,won,65,18,+47,25,15,Korea,Brisbane,17 May 1987
Korea,lost,18,65,-47,15,25,Australia,Brisbane,17 May 1987
New Zealand,won,70,6,+64,17,3,Italy,Auckland,22 May 1987
Italy,lost,6,70,-64,3,17,New Zealand,Auckland,22 May 1987
France,draw,20,20,0,6,13,Scotland,Christchurch,23 May 1987
Scotland,draw,20,20,0,13,6,France,Christchurch,23 May 1987
Romania,won,21,20,+1,3,11,Zimbabwe,Auckland,23 May 1987
Zimbabwe,lost,20,21,-1,11,3,Romania,Auckland,23 May 1987
Australia,won,19,6,+13,6,0,England,Sydney,23 May 1987
England,lost,6,19,-13,0,6,Australia,Sydney,23 May 1987
Canada,won,37,4,+33,16,0,Tonga,Napier,24 May 1987
Tonga,lost,4,37,-33,0,16,Canada,Napier,24 May 1987
Fiji,won,28,9,+19,13,0,Argentina,Hamilton,24 May 1987
Argentina,lost,9,28,-19,0,13,Fiji,Hamilton,24 May 1987
United States of America,won,21,18,+3,15,11,Japan,Brisbane,24 May 1987
Japan,lost,18,21,-3,11,15,USA,Brisbane,24 May 1987
Czechia,won,15,4,+11,6,4,Sweden,Ronneby,24 May 1987
Sweden,lost,4,15,-11,4,6,Czech Rep,Ronneby,24 May 1987
Wales,won,13,6,+7,0,6,Ireland,Wellington,25 May 1987
Ireland,lost,6,13,-7,6,0,Wales,Wellington,25 May 1987
New Zealand,won,74,13,+61,40,3,Fiji,Christchurch,27 May 1987
Fiji,lost,13,74,-61,3,40,New Zealand,Christchurch,27 May 1987
Argentina,won,25,16,+9,10,3,Italy,Christchurch,28 May 1987
Italy,lost,16,25,-9,3,10,Argentina,Christchurch,28 May 1987
France,won,55,12,+43,12,12,Romania,Wellington,28 May 1987
Romania,lost,12,55,-43,12,12,France,Wellington,28 May 1987
Wales,won,29,16,+13,17,7,Tonga,Palmerston North,29 May 1987
Tonga,lost,16,29,-13,7,17,Wales,Palmerston North,29 May 1987
Ireland,won,46,19,+27,16,12,Canada,Dunedin,30 May 1987
Canada,lost,19,46,-27,12,16,Ireland,Dunedin,30 May 1987
Scotland,won,60,21,+39,40,6,Zimbabwe,Wellington,30 May 1987
Zimbabwe,lost,21,60,-39,6,40,Scotland,Wellington,30 May 1987
England,won,60,7,+53,16,3,Japan,Sydney,30 May 1987
Japan,lost,7,60,-53,3,16,England,Sydney,30 May 1987
Italy,won,18,15,+3,10,3,Fiji,Dunedin,31 May 1987
Fiji,lost,15,18,-3,3,10,Italy,Dunedin,31 May 1987
Australia,won,47,12,+35,21,3,USA,Brisbane,31 May 1987
United States of America,lost,12,47,-35,3,21,Australia,Brisbane,31 May 1987
New Zealand,won,46,15,+31,19,9,Argentina,Wellington,1 Jun 1987
Argentina,lost,15,46,-31,9,19,New Zealand,Wellington,1 Jun 1987
Scotland,won,55,28,+27,33,7,Romania,Dunedin,2 Jun 1987
Romania,lost,28,55,-27,7,33,Scotland,Dunedin,2 Jun 1987
France,won,70,12,+58,22,3,Zimbabwe,Auckland,2 Jun 1987
Zimbabwe,lost,12,70,-58,3,22,France,Auckland,2 Jun 1987
Wales,won,40,9,+31,6,9,Canada,Invercargill,3 Jun 1987
Canada,lost,9,40,-31,9,6,Wales,Invercargill,3 Jun 1987
England,won,34,6,+28,12,0,USA,Sydney,3 Jun 1987
United States of America,lost,6,34,-28,0,12,England,Sydney,3 Jun 1987
Ireland,won,32,9,+23,13,3,Tonga,Brisbane,3 Jun 1987
Tonga,lost,9,32,-23,3,13,Ireland,Brisbane,3 Jun 1987
Australia,won,42,23,+19,16,13,Japan,Sydney,3 Jun 1987
Japan,lost,23,42,-19,13,16,Australia,Sydney,3 Jun 1987
New Zealand,won,30,3,+27,9,3,Scotland,Christchurch,6 Jun 1987
Scotland,lost,3,30,-27,3,9,New Zealand,Christchurch,6 Jun 1987
France,won,31,16,+15,22,7,Fiji,Auckland,7 Jun 1987
Fiji,lost,16,31,-15,7,22,France,Auckland,7 Jun 1987
Australia,won,33,15,+18,24,0,Ireland,Sydney,7 Jun 1987
Ireland,lost,15,33,-18,0,24,Australia,Sydney,7 Jun 1987
Wales,won,16,3,+13,6,0,England,Brisbane,8 Jun 1987
England,lost,3,16,-13,0,6,Wales,Brisbane,8 Jun 1987
France,won,30,24,+6,6,9,Australia,Sydney,13 Jun 1987
Australia,lost,24,30,-6,9,6,France,Sydney,13 Jun 1987
New Zealand,won,49,6,+43,27,0,Wales,Brisbane,14 Jun 1987
Wales,lost,6,49,-43,0,27,New Zealand,Brisbane,14 Jun 1987
Wales,won,22,21,+1,13,15,Australia,Rotorua,18 Jun 1987
Australia,lost,21,22,-1,15,13,Wales,Rotorua,18 Jun 1987
New Zealand,won,29,9,+20,9,0,France,Auckland,20 Jun 1987
France,lost,9,29,-20,0,9,New Zealand,Auckland,20 Jun 1987
Soviet Union,won,16,12,+4,-,-,Zimbabwe,Bulawayo,21 Jun 1987
Zimbabwe,lost,12,16,-4,-,-,,Bulawayo,21 Jun 1987
Zimbabwe,won,18,9,+9,-,-,,Harare,28 Jun 1987
Soviet Union,lost,9,18,-9,-,-,Zimbabwe,Harare,28 Jun 1987
New Zealand,won,30,16,+14,3,6,Australia,Sydney,25 Jul 1987
Australia,lost,16,30,-14,6,3,New Zealand,Sydney,25 Jul 1987
Zimbabwe,won,111,12,+99,49,6,Nigeria,Nairobi,1 Aug 1987
Nigeria,lost,12,111,-99,6,49,Zimbabwe,Nairobi,1 Aug 1987
Madagascar,won,22,16,+6,-,-,Kenya,Nairobi,2 Aug 1987
Kenya,lost,16,22,-6,-,-,Madagascar,Nairobi,2 Aug 1987
Spain,won,16,8,+8,13,4,Uruguay,Montevideo,2 Aug 1987
Uruguay,lost,8,16,-8,4,13,Spain,Montevideo,2 Aug 1987
Zimbabwe,won,66,15,+51,24,6,Madagascar,Nairobi,3 Aug 1987
Madagascar,lost,15,66,-51,6,24,Zimbabwe,Nairobi,3 Aug 1987
Zimbabwe,won,44,12,+32,26,3,Kenya,Nairobi,7 Aug 1987
Kenya,lost,12,44,-32,3,26,Zimbabwe,Nairobi,7 Aug 1987
Kenya,won,96,3,+93,-,-,Nigeria,Nairobi,10 Aug 1987
Nigeria,lost,3,96,-93,-,-,Kenya,Nairobi,10 Aug 1987
Argentina,won,40,12,+28,-,-,Spain,Mar del Plata,17 Aug 1987
Spain,lost,12,40,-28,-,-,Argentina,Mar del Plata,17 Aug 1987
Fiji,won,37,14,+23,-,-,Samoa,Suva,22 Aug 1987
Samoa,lost,14,37,-23,-,-,Fiji,Suva,22 Aug 1987
Samoa,won,7,4,+3,-,-,Tonga,Suva,28 Aug 1987
Tonga,lost,4,7,-3,-,-,Samoa,Suva,28 Aug 1987
Fiji,won,32,9,+23,15,9,Tonga,Suva,29 Aug 1987
Tonga,lost,9,32,-23,9,15,Fiji,Suva,29 Aug 1987
West Germany,won,20,3,+17,-,-,Denmark,Copenhagen,27 Sep 1987
Denmark,lost,3,20,-17,-,-,,Copenhagen,27 Sep 1987
Argentina,won,41,21,+20,-,-,Uruguay,Santiago,27 Sep 1987
Chile,won,28,16,+12,-,-,Paraguay,Santiago,27 Sep 1987
Paraguay,lost,16,28,-12,-,-,Chile,Santiago,27 Sep 1987
Uruguay,lost,21,41,-20,-,-,Argentina,Santiago,27 Sep 1987
Argentina,won,62,4,+58,-,-,Paraguay,Santiago,30 Sep 1987
Uruguay,won,33,19,+14,23,6,Chile,Santiago,30 Sep 1987
Chile,lost,19,33,-14,6,23,Uruguay,Santiago,30 Sep 1987
Paraguay,lost,4,62,-58,-,-,Argentina,Santiago,30 Sep 1987
Japan,lost,12,24,-12,6,6,Ireland Stud,Tokyo,3 Oct 1987
Argentina,won,47,9,+38,-,-,Chile,Santiago,3 Oct 1987
Uruguay,won,20,12,+8,11,6,Paraguay,Santiago,3 Oct 1987
Chile,lost,9,47,-38,-,-,Argentina,Santiago,3 Oct 1987
Paraguay,lost,12,20,-8,6,11,Uruguay,Santiago,3 Oct 1987
Denmark,won,100,0,+100,-,-,Finland,Eskilistuna,10 Oct 1987
Sweden,won,49,0,+49,-,-,Norway,Eskilistuna,10 Oct 1987
Finland,lost,0,100,-100,-,-,Denmark,Eskilistuna,10 Oct 1987
Norway,lost,0,49,-49,-,-,Sweden,Eskilistuna,10 Oct 1987
Norway,won,24,4,+20,-,-,Finland,Eskilistuna,11 Oct 1987
Sweden,won,27,3,+24,-,-,Denmark,Eskilistuna,11 Oct 1987
Denmark,lost,3,27,-24,-,-,Sweden,Eskilistuna,11 Oct 1987
Finland,lost,4,24,-20,-,-,Norway,Eskilistuna,11 Oct 1987
